"word{s-19494, h-50453}",in_s,in_h,prob_s,prob_h
edhae,1,1,5.129783523135324e-05,1.9820426931996114e-05
ovr,1,1,5.129783523135324e-05,1.9820426931996114e-05
vargu,1,1,5.129783523135324e-05,1.9820426931996114e-05
meow,1,2,5.129783523135324e-05,3.964085386399223e-05
twelve,1,2,5.129783523135324e-05,3.964085386399223e-05
aah,1,3,5.129783523135324e-05,5.946128079598835e-05
07xxxxxxxxx,3,1,0.0001538935056940597,1.9820426931996114e-05
02/06/03,4,1,0.00020519134092541295,1.9820426931996114e-05
prone,1,1,5.129783523135324e-05,1.9820426931996114e-05
no:83355,1,1,5.129783523135324e-05,1.9820426931996114e-05
tc-llc,1,1,5.129783523135324e-05,1.9820426931996114e-05
ny-usa,1,1,5.129783523135324e-05,1.9820426931996114e-05
150p/mt,1,1,5.129783523135324e-05,1.9820426931996114e-05
msgrcvd18+,1,1,5.129783523135324e-05,1.9820426931996114e-05
lucy,2,1,0.00010259567046270647,1.9820426931996114e-05
hubby,2,2,0.00010259567046270647,3.964085386399223e-05
meetins,1,1,5.129783523135324e-05,1.9820426931996114e-05
cumin,1,1,5.129783523135324e-05,1.9820426931996114e-05
calls£1/minmobsmorelkpobox177hp51fl,2,1,0.00010259567046270647,1.9820426931996114e-05
7th,1,4,5.129783523135324e-05,7.928170772798445e-05
6th,1,4,5.129783523135324e-05,7.928170772798445e-05
5th,1,4,5.129783523135324e-05,7.928170772798445e-05
4th,1,6,5.129783523135324e-05,0.0001189225615919767
personality,1,4,5.129783523135324e-05,7.928170772798445e-05
nature,1,6,5.129783523135324e-05,0.0001189225615919767
dose,1,1,5.129783523135324e-05,1.9820426931996114e-05
tablet,1,4,5.129783523135324e-05,7.928170772798445e-05
incomm,1,1,5.129783523135324e-05,1.9820426931996114e-05
blake,1,3,5.129783523135324e-05,5.946128079598835e-05
doesn\'t,1,2,5.129783523135324e-05,3.964085386399223e-05
lotr,3,1,0.0001538935056940597,1.9820426931996114e-05
keeping,1,6,5.129783523135324e-05,0.0001189225615919767
google,1,5,5.129783523135324e-05,9.910213465998058e-05
tiring,1,1,5.129783523135324e-05,1.9820426931996114e-05
concentrating,1,1,5.129783523135324e-05,1.9820426931996114e-05
browsin,1,1,5.129783523135324e-05,1.9820426931996114e-05
compulsory,1,1,5.129783523135324e-05,1.9820426931996114e-05
purity,1,4,5.129783523135324e-05,7.928170772798445e-05
musthu,1,2,5.129783523135324e-05,3.964085386399223e-05
investigate,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.80488.biz,1,1,5.129783523135324e-05,1.9820426931996114e-05
vomit,1,5,5.129783523135324e-05,9.910213465998058e-05
aint,1,5,5.129783523135324e-05,9.910213465998058e-05
sha,1,4,5.129783523135324e-05,7.928170772798445e-05
vitamin,1,1,5.129783523135324e-05,1.9820426931996114e-05
centre,1,5,5.129783523135324e-05,9.910213465998058e-05
crucial,1,1,5.129783523135324e-05,1.9820426931996114e-05
jsco,2,1,0.00010259567046270647,1.9820426931996114e-05
2channel,1,1,5.129783523135324e-05,1.9820426931996114e-05
leadership,1,1,5.129783523135324e-05,1.9820426931996114e-05
skill,1,1,5.129783523135324e-05,1.9820426931996114e-05
psychic,1,1,5.129783523135324e-05,1.9820426931996114e-05
w/question,1,1,5.129783523135324e-05,1.9820426931996114e-05
host-based,1,1,5.129783523135324e-05,1.9820426931996114e-05
idp,1,1,5.129783523135324e-05,1.9820426931996114e-05
linux,1,1,5.129783523135324e-05,1.9820426931996114e-05
total,2,3,0.00010259567046270647,5.946128079598835e-05
converter,1,1,5.129783523135324e-05,1.9820426931996114e-05
along,1,4,5.129783523135324e-05,7.928170772798445e-05
karaoke,1,3,5.129783523135324e-05,5.946128079598835e-05
testing,1,2,5.129783523135324e-05,3.964085386399223e-05
sayy,1,1,5.129783523135324e-05,1.9820426931996114e-05
loved,1,11,5.129783523135324e-05,0.00021802469625195728
except,1,7,5.129783523135324e-05,0.0001387429885239728
nit,1,2,5.129783523135324e-05,3.964085386399223e-05
leanne.what,1,1,5.129783523135324e-05,1.9820426931996114e-05
eight,1,3,5.129783523135324e-05,5.946128079598835e-05
format,2,1,0.00010259567046270647,1.9820426931996114e-05
disc,1,1,5.129783523135324e-05,1.9820426931996114e-05
internet,1,6,5.129783523135324e-05,0.0001189225615919767
hows,1,16,5.129783523135324e-05,0.0003171268309119378
champ,1,1,5.129783523135324e-05,1.9820426931996114e-05
glasgow,1,1,5.129783523135324e-05,1.9820426931996114e-05
lovin,1,1,5.129783523135324e-05,1.9820426931996114e-05
arrive,6,2,0.0003077870113881194,3.964085386399223e-05
shortly,3,2,0.0001538935056940597,3.964085386399223e-05
install,1,1,5.129783523135324e-05,1.9820426931996114e-05
browse,1,1,5.129783523135324e-05,1.9820426931996114e-05
artist,1,1,5.129783523135324e-05,1.9820426931996114e-05
corect,1,1,5.129783523135324e-05,1.9820426931996114e-05
speling,1,1,5.129783523135324e-05,1.9820426931996114e-05
i.e,1,1,5.129783523135324e-05,1.9820426931996114e-05
sarcasm,1,2,5.129783523135324e-05,3.964085386399223e-05
1/08/03,1,1,5.129783523135324e-05,1.9820426931996114e-05
0871-4719-523,1,1,5.129783523135324e-05,1.9820426931996114e-05
forum,1,4,5.129783523135324e-05,7.928170772798445e-05
ron,1,4,5.129783523135324e-05,7.928170772798445e-05
ct,1,1,5.129783523135324e-05,1.9820426931996114e-05
employee,1,1,5.129783523135324e-05,1.9820426931996114e-05
nike,1,1,5.129783523135324e-05,1.9820426931996114e-05
sooo,1,1,5.129783523135324e-05,1.9820426931996114e-05
screaming,1,6,5.129783523135324e-05,0.0001189225615919767
shouting,1,1,5.129783523135324e-05,1.9820426931996114e-05
dang,1,1,5.129783523135324e-05,1.9820426931996114e-05
unfortunately,1,2,5.129783523135324e-05,3.964085386399223e-05
airport,2,4,0.00010259567046270647,7.928170772798445e-05
7250i,4,1,0.00020519134092541295,1.9820426931996114e-05
auction,16,3,0.0008207653637016518,5.946128079598835e-05
row/w1jhl,4,1,0.00020519134092541295,1.9820426931996114e-05
mr.,3,1,0.0001538935056940597,1.9820426931996114e-05
difficult,1,12,5.129783523135324e-05,0.0002378451231839534
earliest,1,1,5.129783523135324e-05,1.9820426931996114e-05
nordstrom,1,1,5.129783523135324e-05,1.9820426931996114e-05
konw,1,2,5.129783523135324e-05,3.964085386399223e-05
waht,1,2,5.129783523135324e-05,3.964085386399223e-05
rael,1,2,5.129783523135324e-05,3.964085386399223e-05
gving,1,2,5.129783523135324e-05,3.964085386399223e-05
yuo,1,4,5.129783523135324e-05,7.928170772798445e-05
exmpel,1,2,5.129783523135324e-05,3.964085386399223e-05
jsut,1,2,5.129783523135324e-05,3.964085386399223e-05
ese,1,3,5.129783523135324e-05,5.946128079598835e-05
tihs,1,4,5.129783523135324e-05,7.928170772798445e-05
evrey,1,2,5.129783523135324e-05,3.964085386399223e-05
splleing,1,2,5.129783523135324e-05,3.964085386399223e-05
wrnog,1,2,5.129783523135324e-05,3.964085386399223e-05
sitll,1,2,5.129783523135324e-05,3.964085386399223e-05
raed,1,2,5.129783523135324e-05,3.964085386399223e-05
wihtuot,1,2,5.129783523135324e-05,3.964085386399223e-05
ayn,1,2,5.129783523135324e-05,3.964085386399223e-05
mitsake,1,2,5.129783523135324e-05,3.964085386399223e-05
conference,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.orange.co.uk/ow,1,1,5.129783523135324e-05,1.9820426931996114e-05
degree,1,2,5.129783523135324e-05,3.964085386399223e-05
joining,1,2,5.129783523135324e-05,3.964085386399223e-05
finance,1,2,5.129783523135324e-05,3.964085386399223e-05
prospect,1,3,5.129783523135324e-05,5.946128079598835e-05
bleak,1,1,5.129783523135324e-05,1.9820426931996114e-05
filled,1,2,5.129783523135324e-05,3.964085386399223e-05
shant,1,1,5.129783523135324e-05,1.9820426931996114e-05
jia,1,2,5.129783523135324e-05,3.964085386399223e-05
bishan,1,4,5.129783523135324e-05,7.928170772798445e-05
nearer,1,1,5.129783523135324e-05,1.9820426931996114e-05
sux,1,2,5.129783523135324e-05,3.964085386399223e-05
raiden,1,1,5.129783523135324e-05,1.9820426931996114e-05
buff,1,3,5.129783523135324e-05,5.946128079598835e-05
south,1,8,5.129783523135324e-05,0.0001585634154559689
preferably,1,4,5.129783523135324e-05,7.928170772798445e-05
kegger,1,2,5.129783523135324e-05,3.964085386399223e-05
tote,1,1,5.129783523135324e-05,1.9820426931996114e-05
pierre,1,1,5.129783523135324e-05,1.9820426931996114e-05
cardin,1,1,5.129783523135324e-05,1.9820426931996114e-05
rhythm,1,2,5.129783523135324e-05,3.964085386399223e-05
establish,1,1,5.129783523135324e-05,1.9820426931996114e-05
truro,1,1,5.129783523135324e-05,1.9820426931996114e-05
ext,1,1,5.129783523135324e-05,1.9820426931996114e-05
gas,1,13,5.129783523135324e-05,0.0002576655501159495
gang,1,3,5.129783523135324e-05,5.946128079598835e-05
adventure,1,2,5.129783523135324e-05,3.964085386399223e-05
cloth,1,1,5.129783523135324e-05,1.9820426931996114e-05
pack.also,1,1,5.129783523135324e-05,1.9820426931996114e-05
sunroof,1,1,5.129783523135324e-05,1.9820426931996114e-05
excellent,1,8,5.129783523135324e-05,0.0001585634154559689
finishing,1,3,5.129783523135324e-05,5.946128079598835e-05
wifi,1,2,5.129783523135324e-05,3.964085386399223e-05
blanked,1,1,5.129783523135324e-05,1.9820426931996114e-05
rumour,1,2,5.129783523135324e-05,3.964085386399223e-05
kalainar,1,1,5.129783523135324e-05,1.9820426931996114e-05
office.thenampet,1,1,5.129783523135324e-05,1.9820426931996114e-05
nosy,1,1,5.129783523135324e-05,1.9820426931996114e-05
idk,1,4,5.129783523135324e-05,7.928170772798445e-05
reacting,1,1,5.129783523135324e-05,1.9820426931996114e-05
freaked,1,1,5.129783523135324e-05,1.9820426931996114e-05
satanic,1,1,5.129783523135324e-05,1.9820426931996114e-05
imposter,1,1,5.129783523135324e-05,1.9820426931996114e-05
me.need,1,1,5.129783523135324e-05,1.9820426931996114e-05
it.may,1,1,5.129783523135324e-05,1.9820426931996114e-05
destiny,1,1,5.129783523135324e-05,1.9820426931996114e-05
companion,1,1,5.129783523135324e-05,1.9820426931996114e-05
chef,1,1,5.129783523135324e-05,1.9820426931996114e-05
listener,1,1,5.129783523135324e-05,1.9820426931996114e-05
organizer,1,1,5.129783523135324e-05,1.9820426931996114e-05
boyfriend,1,2,5.129783523135324e-05,3.964085386399223e-05
sympathetic,1,1,5.129783523135324e-05,1.9820426931996114e-05
athletic,1,1,5.129783523135324e-05,1.9820426931996114e-05
courageous,1,1,5.129783523135324e-05,1.9820426931996114e-05
determined,1,1,5.129783523135324e-05,1.9820426931996114e-05
dependable,1,1,5.129783523135324e-05,1.9820426931996114e-05
psychologist,1,1,5.129783523135324e-05,1.9820426931996114e-05
pest,1,1,5.129783523135324e-05,1.9820426931996114e-05
exterminator,1,1,5.129783523135324e-05,1.9820426931996114e-05
psychiatrist,1,1,5.129783523135324e-05,1.9820426931996114e-05
healer,1,1,5.129783523135324e-05,1.9820426931996114e-05
stylist,1,1,5.129783523135324e-05,1.9820426931996114e-05
driver,1,2,5.129783523135324e-05,3.964085386399223e-05
aaniye,1,1,5.129783523135324e-05,1.9820426931996114e-05
pudunga,1,1,5.129783523135324e-05,1.9820426931996114e-05
venaam,1,1,5.129783523135324e-05,1.9820426931996114e-05
brothas,1,3,5.129783523135324e-05,5.946128079598835e-05
chasing,2,2,0.00010259567046270647,3.964085386399223e-05
chez,1,1,5.129783523135324e-05,1.9820426931996114e-05
jules,1,1,5.129783523135324e-05,1.9820426931996114e-05
hhahhaahahah,1,1,5.129783523135324e-05,1.9820426931996114e-05
nig,1,1,5.129783523135324e-05,1.9820426931996114e-05
leonardo,1,1,5.129783523135324e-05,1.9820426931996114e-05
john,1,12,5.129783523135324e-05,0.0002378451231839534
2years,1,1,5.129783523135324e-05,1.9820426931996114e-05
strain,1,1,5.129783523135324e-05,1.9820426931996114e-05
dime,1,2,5.129783523135324e-05,3.964085386399223e-05
withdraw,1,1,5.129783523135324e-05,1.9820426931996114e-05
anyhow,1,1,5.129783523135324e-05,1.9820426931996114e-05
falling,1,2,5.129783523135324e-05,3.964085386399223e-05
force,1,3,5.129783523135324e-05,5.946128079598835e-05
smeone,1,2,5.129783523135324e-05,3.964085386399223e-05
miller,1,1,5.129783523135324e-05,1.9820426931996114e-05
fire,1,2,5.129783523135324e-05,3.964085386399223e-05
spark,1,1,5.129783523135324e-05,1.9820426931996114e-05
flame,1,2,5.129783523135324e-05,3.964085386399223e-05
rawring,1,1,5.129783523135324e-05,1.9820426931996114e-05
xoxo,1,1,5.129783523135324e-05,1.9820426931996114e-05
somewhr,1,1,5.129783523135324e-05,1.9820426931996114e-05
crush,1,1,5.129783523135324e-05,1.9820426931996114e-05
honeymoon,1,1,5.129783523135324e-05,1.9820426931996114e-05
outfit,1,1,5.129783523135324e-05,1.9820426931996114e-05
propose,1,2,5.129783523135324e-05,3.964085386399223e-05
blame,1,3,5.129783523135324e-05,5.946128079598835e-05
cheque,1,1,5.129783523135324e-05,1.9820426931996114e-05
olympics,1,1,5.129783523135324e-05,1.9820426931996114e-05
leo,1,1,5.129783523135324e-05,1.9820426931996114e-05
k.then,1,1,5.129783523135324e-05,1.9820426931996114e-05
done/want,1,1,5.129783523135324e-05,1.9820426931996114e-05
haul,1,1,5.129783523135324e-05,1.9820426931996114e-05
wildlife,1,1,5.129783523135324e-05,1.9820426931996114e-05
want2come,1,1,5.129783523135324e-05,1.9820426931996114e-05
that2worzels,1,1,5.129783523135324e-05,1.9820426931996114e-05
wizzle,1,1,5.129783523135324e-05,1.9820426931996114e-05
dippeditinadew,1,2,5.129783523135324e-05,3.964085386399223e-05
lovingly,1,2,5.129783523135324e-05,3.964085386399223e-05
itwhichturnedinto,1,2,5.129783523135324e-05,3.964085386399223e-05
gifted,1,2,5.129783523135324e-05,3.964085386399223e-05
tomeandsaid,1,2,5.129783523135324e-05,3.964085386399223e-05
shanghai,1,1,5.129783523135324e-05,1.9820426931996114e-05
instead,1,7,5.129783523135324e-05,0.0001387429885239728
cya,1,1,5.129783523135324e-05,1.9820426931996114e-05
freezing,1,3,5.129783523135324e-05,5.946128079598835e-05
rt-king,1,1,5.129783523135324e-05,1.9820426931996114e-05
pro,1,2,5.129783523135324e-05,3.964085386399223e-05
ringtoneking.co.uk,1,1,5.129783523135324e-05,1.9820426931996114e-05
redeemable,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.ringtoneking.co.uk,1,1,5.129783523135324e-05,1.9820426931996114e-05
thnx,1,1,5.129783523135324e-05,1.9820426931996114e-05
sef,1,1,5.129783523135324e-05,1.9820426931996114e-05
anjie,1,1,5.129783523135324e-05,1.9820426931996114e-05
batch,1,2,5.129783523135324e-05,3.964085386399223e-05
fring,1,1,5.129783523135324e-05,1.9820426931996114e-05
flaky,1,2,5.129783523135324e-05,3.964085386399223e-05
sooooo,1,2,5.129783523135324e-05,3.964085386399223e-05
laughing,1,4,5.129783523135324e-05,7.928170772798445e-05
winning,1,3,5.129783523135324e-05,5.946128079598835e-05
tooo,1,2,5.129783523135324e-05,3.964085386399223e-05
'simple,1,2,5.129783523135324e-05,3.964085386399223e-05
nte,1,1,5.129783523135324e-05,1.9820426931996114e-05
confuses,1,2,5.129783523135324e-05,3.964085386399223e-05
wating,1,2,5.129783523135324e-05,3.964085386399223e-05
british,2,1,0.00010259567046270647,1.9820426931996114e-05
london,4,3,0.00020519134092541295,5.946128079598835e-05
02072069400.,1,1,5.129783523135324e-05,1.9820426931996114e-05
bx,1,1,5.129783523135324e-05,1.9820426931996114e-05
526,1,1,5.129783523135324e-05,1.9820426931996114e-05
sw73ss,2,1,0.00010259567046270647,1.9820426931996114e-05
6pm,1,3,5.129783523135324e-05,5.946128079598835e-05
animal,1,1,5.129783523135324e-05,1.9820426931996114e-05
buzz,1,7,5.129783523135324e-05,0.0001387429885239728
adoring,1,2,5.129783523135324e-05,3.964085386399223e-05
eerie,5,1,0.0002564891761567662,1.9820426931996114e-05
title,6,1,0.0003077870113881194,1.9820426931996114e-05
dracula,2,1,0.00010259567046270647,1.9820426931996114e-05
ghost,2,1,0.00010259567046270647,1.9820426931996114e-05
addamsfa,2,1,0.00010259567046270647,1.9820426931996114e-05
munsters,2,1,0.00010259567046270647,1.9820426931996114e-05
exorcist,2,1,0.00010259567046270647,1.9820426931996114e-05
twilight,2,1,0.00010259567046270647,1.9820426931996114e-05
brought,3,2,0.0001538935056940597,3.964085386399223e-05
shiny,1,1,5.129783523135324e-05,1.9820426931996114e-05
warming,1,1,5.129783523135324e-05,1.9820426931996114e-05
constant,1,2,5.129783523135324e-05,3.964085386399223e-05
cared,1,2,5.129783523135324e-05,3.964085386399223e-05
surprised,1,4,5.129783523135324e-05,7.928170772798445e-05
french,1,1,5.129783523135324e-05,1.9820426931996114e-05
fooled,1,1,5.129783523135324e-05,1.9820426931996114e-05
0a,1,1,5.129783523135324e-05,1.9820426931996114e-05
allow,1,2,5.129783523135324e-05,3.964085386399223e-05
responsible,1,1,5.129783523135324e-05,1.9820426931996114e-05
supplier,1,1,5.129783523135324e-05,1.9820426931996114e-05
guarantee,1,1,5.129783523135324e-05,1.9820426931996114e-05
b.,2,1,0.00010259567046270647,1.9820426931996114e-05
comedy,1,4,5.129783523135324e-05,7.928170772798445e-05
feelin,1,3,5.129783523135324e-05,5.946128079598835e-05
lnly,1,1,5.129783523135324e-05,1.9820426931996114e-05
moby,4,1,0.00020519134092541295,1.9820426931996114e-05
msg150p,2,1,0.00010259567046270647,1.9820426931996114e-05
2rcv,2,1,0.00010259567046270647,1.9820426931996114e-05
hlp,2,1,0.00010259567046270647,1.9820426931996114e-05
keen,1,1,5.129783523135324e-05,1.9820426931996114e-05
switch,1,2,5.129783523135324e-05,3.964085386399223e-05
dammit,1,1,5.129783523135324e-05,1.9820426931996114e-05
wright,1,1,5.129783523135324e-05,1.9820426931996114e-05
fly,1,4,5.129783523135324e-05,7.928170772798445e-05
somewhat,1,1,5.129783523135324e-05,1.9820426931996114e-05
event,1,3,5.129783523135324e-05,5.946128079598835e-05
laden,1,1,5.129783523135324e-05,1.9820426931996114e-05
wrecked,1,1,5.129783523135324e-05,1.9820426931996114e-05
spontaneously,1,1,5.129783523135324e-05,1.9820426931996114e-05
goodevening,1,1,5.129783523135324e-05,1.9820426931996114e-05
lei,1,23,5.129783523135324e-05,0.00045586981943591064
action,4,1,0.00020519134092541295,1.9820426931996114e-05
80608.,2,1,0.00010259567046270647,1.9820426931996114e-05
www.movietrivia.tv,2,1,0.00010259567046270647,1.9820426931996114e-05
08712405022,2,1,0.00010259567046270647,1.9820426931996114e-05
waking,1,5,5.129783523135324e-05,9.910213465998058e-05
partnership,1,2,5.129783523135324e-05,3.964085386399223e-05
rgent,1,1,5.129783523135324e-05,1.9820426931996114e-05
£1250,1,1,5.129783523135324e-05,1.9820426931996114e-05
csbcm4235wc1n3xx,1,1,5.129783523135324e-05,1.9820426931996114e-05
callcost,1,1,5.129783523135324e-05,1.9820426931996114e-05
mobilesvary,1,1,5.129783523135324e-05,1.9820426931996114e-05
max£7,2,1,0.00010259567046270647,1.9820426931996114e-05
lookin,1,6,5.129783523135324e-05,0.0001189225615919767
daytime,1,1,5.129783523135324e-05,1.9820426931996114e-05
busty,1,1,5.129783523135324e-05,1.9820426931996114e-05
janinexx,1,1,5.129783523135324e-05,1.9820426931996114e-05
mostly,1,2,5.129783523135324e-05,3.964085386399223e-05
inside,1,8,5.129783523135324e-05,0.0001585634154559689
spageddies,1,1,5.129783523135324e-05,1.9820426931996114e-05
phasing,1,1,5.129783523135324e-05,1.9820426931996114e-05
fourth,1,1,5.129783523135324e-05,1.9820426931996114e-05
dimension,1,1,5.129783523135324e-05,1.9820426931996114e-05
it.,1,1,5.129783523135324e-05,1.9820426931996114e-05
meaningful,1,1,5.129783523135324e-05,1.9820426931996114e-05
compromised,1,2,5.129783523135324e-05,3.964085386399223e-05
mornin,1,2,5.129783523135324e-05,3.964085386399223e-05
a21,1,1,5.129783523135324e-05,1.9820426931996114e-05
monthly,1,3,5.129783523135324e-05,5.946128079598835e-05
mobsi.com,1,1,5.129783523135324e-05,1.9820426931996114e-05
391784.,1,1,5.129783523135324e-05,1.9820426931996114e-05
dub,1,1,5.129783523135324e-05,1.9820426931996114e-05
je,1,1,5.129783523135324e-05,1.9820426931996114e-05
words-,1,1,5.129783523135324e-05,1.9820426931996114e-05
toughest,1,2,5.129783523135324e-05,3.964085386399223e-05
unspoken,1,1,5.129783523135324e-05,1.9820426931996114e-05
£6,1,2,5.129783523135324e-05,3.964085386399223e-05
